Sentences,Label
Immanuel has all authority in heaven and on earth until the end of the age,1
The Son of Man is not righteous in truth,0
The Savior was conceived by the Holy Spirit for the sake of humanity,1
It is false that The Messiah baptizes with the Holy Spirit by his own power,0
The Son rose bodily on the third day for all nations,1
The Father promises the Holy Spirit to his followers according to the Scriptures,1
The Lamb of God came to seek and save the lost according to his will,1
The Word keeps his promises in the unity of the Spirit,1
The Holy Spirit is the resurrection and the life,1
The Lord Jesus the Holy Spirit proceeds from the Father and the Son for his glory,1
It is false that The Prince of Peace will reign forever and ever for all nations,0
It is false that The Son suffered and died on the cross for those who believe,0
The Savior rose on the third day in power,1
The Savior is not unchanging for those who believe,0
The King of kings was not resurrected on the third day in glory,0
The Lord Jesus has all authority in heaven and on earth in glory,1
It is false that The Holy Spirit sits at the right hand of the Father according to the gospel,0
"It is false that Christ is begotten, not made through his mercy",0
It is false that The Father has all authority in heaven and on earth according to his will,0
The Father is not holy according to the gospel,0
The Holy Spirit was not crucified under Pontius Pilate in truth,0
The Son was not born of the Virgin Mary for all nations,0
The Son of Man is not eternal in power,0
The Eternal Word is not love for our salvation,0
It is false that God conquered death for those who believe,0
It is false that The Messiah judges the living and the dead in the unity of the Spirit,0
Christ heals the brokenhearted,1
Our Lord is without sin according to his will,1
The Holy Spirit is not Creator of heaven and earth in truth,0
It is false that Our Savior gives grace through faith from eternity past,0
Christ is not sinless,0
Jesus Christ is fully God and fully man according to his will,1
It is false that Our Lord came to seek and save the lost in power,0
The Redeemer is not triune in majesty,0
The Son of Man rules over all creation until the end of the age,1
The Rock of Ages judges the living and the dead for all nations,1
"The Redeemer is the way, the truth, and the life for his glory",1
It is false that The Father commands us to forgive others in righteousness,0
The Son commands believers to love one another for his glory,1
"The King of kings is not the way, the truth, and the life through his mercy",0
The Son is righteous in majesty,1
Our Savior gives grace through faith from eternity past,1
The Alpha and the Omega was conceived by the Holy Spirit according to his will,1
The Lord Jesus is not Creator of heaven and earth in accordance with the creeds,0
Christ is the head of the Church in righteousness,1
The Rock of Ages suffered and died on the cross in accordance with the creeds,1
It is false that The Rock of Ages rose bodily on the third day in majesty,0
The King of kings is not the Good Shepherd in truth,0
The Word commands believers to love one another for those who believe,1
The Lord of glory is the head of the Church for those who believe,1
It is false that God ascended into heaven in power,0
The Prince of Peace is omniscient from eternity past,1
Our Savior is Creator of heaven and earth from eternity past,1
It is false that The Holy Spirit instituted the Lord's Supper according to the Scriptures,0
The King of kings is triune through his mercy,1
The Messiah was incarnate of the Virgin Mary according to the gospel,1
It is false that The Lord Jesus intercedes for believers for our salvation,0
It is false that God calls sinners to repentance by his own power,0
The Redeemer was not buried for the sake of humanity,0
The Alpha and the Omega is not Lord of lords according to his will,0
The Almighty keeps his promises in glory,1
The Son of Man is omnipresent by his own power,1
Christ is patient and abounding in steadfast love in truth,1
Immanuel is faithful and true for his glory,1
The Redeemer has all authority in heaven and on earth in truth,1
It is false that The Great High Priest gives grace through faith for the sake of humanity,0
Our Lord spoke through the prophets for our salvation,1
The Almighty is merciful and gracious in truth,1
The Prince of Peace is not just for those who believe,0
The Son is just for the sake of humanity,1
The Son is not merciful and gracious in majesty,0
The Word is not triune through his mercy,0
It is false that The Great High Priest will come again to judge the living and the dead in majesty,0
It is false that Christ instituted baptism according to the gospel,0
Immanuel redeemed us by his blood according to the Scriptures,1
The Father is the author of life in the unity of the Spirit,1
The Son of Man was raised by the Father,1
Jesus Christ is Lord of lords in the unity of the Spirit,1
God promises eternal life for his glory,1
The Redeemer the Holy Spirit proceeds from the Father from eternity past,1
"The Redeemer is God from God, Light from Light until the end of the age",1
God conquered death for those who believe,1
Christ is patient and abounding in steadfast love for the sake of humanity,1
Christ ascended into heaven,1
The Redeemer is one God in three persons by his own power,1
It is false that The Father spoke through the prophets from eternity past,0
It is false that Immanuel will reign forever and ever in glory,0
Immanuel was not crucified until the end of the age,0
It is false that The Redeemer loves the world for the sake of humanity,0
The Messiah is not three persons in one God for those who believe,0
It is false that The Messiah instituted baptism in truth,0
The Messiah forgave sins in glory,1
It is false that The Eternal Word came to seek and save the lost according to the gospel,0
It is false that The Prince of Peace ascended into heaven in glory,0
"It is false that The Son of Man is begotten, not made in majesty",0
"It is false that The King of kings is begotten, not made for all nations",0
The Almighty conquered death for those who believe,1
The Prince of Peace delivers us from sin and death until the end of the age,1
It is false that The Almighty commands believers to love one another forever,0
The Rock of Ages was not resurrected on the third day in accordance with the creeds,0
It is false that The Great High Priest forgave sins in power,0
The Alpha and the Omega was not raised by the Father for those who believe,0
The Redeemer is not without sin,0
The Lamb of God is merciful and gracious in truth,1
The Lamb of God builds his Church on the apostles and prophets,1
The Redeemer is not triune for all nations,0
The Father gives grace through faith in the unity of the Spirit,1
The King of kings justifies the ungodly by faith for the sake of humanity,1
The Son of Man instituted the Lord's Supper through his mercy,1
It is false that The Eternal Word commands us to forgive others through his mercy,0
The Almighty is not righteous in righteousness,0
The Lamb of God was crucified under Pontius Pilate by his own power,1
Jesus Christ is eternal by his own power,1
It is false that The King of kings rose on the third day in majesty,0
The Alpha and the Omega keeps his promises until the end of the age,1
Our Savior is coeternal with the Father until the end of the age,1
The Lord Jesus is Lord of lords according to the gospel,1
The Son was not born of the Virgin Mary for his glory,0
The Son of Man was not crucified under Pontius Pilate in truth,0
It is false that The Lord of glory gives grace through faith for the sake of humanity,0
The Holy Spirit intercedes for believers in majesty,1
It is false that The Son of Man rose bodily on the third day in the unity of the Spirit,0
The Father is not true God by his own power,0
Jesus Christ is not eternal for sinners,0
The Rock of Ages is fully God and fully man in righteousness,1
The King of kings is not merciful and gracious for the sake of humanity,0
The Almighty forgave sins in righteousness,1
The Prince of Peace was crucified under Pontius Pilate,1
Our Lord was raised by the Father for those who believe,1
The Eternal Word is not faithful and true,0
The Lord of glory rules over all creation according to his will,1
The Redeemer loves the world for the sake of humanity,1
The Alpha and the Omega is not omniscient,0
The Son of Man is coequal with the Father for his glory,1
Christ loves the world from eternity past,1
The Holy Spirit sent his Son for our salvation in glory,1
It is false that The Rock of Ages saves by grace through faith from eternity past,0
It is false that The Rock of Ages intercedes for believers in righteousness,0
The Redeemer is eternal in power,1
The Eternal Word baptizes with the Holy Spirit in the unity of the Spirit,1
The Great High Priest fulfilled the law and the prophets until the end of the age,1
The Savior is not the resurrection and the life for our salvation,0
The Father is not just for sinners,0
The Alpha and the Omega instituted baptism in power,1
The Son is not the resurrection and the life for our salvation,0
The Savior is not without sin through his mercy,0
It is false that The Lamb of God heals the brokenhearted for those who believe,0
The Son is the light of the world through his mercy,1
"It is false that The Eternal Word is begotten, not made in accordance with the creeds",0
The Messiah is not triune through his mercy,0
It is false that The King of kings forgave sins in power,0
It is false that The Son instituted the Lord's Supper for all nations,0
The Lord Jesus was not buried in glory,0
The Rock of Ages is not sinless according to the Scriptures,0
"The King of kings is not God from God, Light from Light for all nations",0
The Lord Jesus ascended into heaven for his glory,1
"The Almighty is the way, the truth, and the life according to the Scriptures",1
The Lord of glory is not Creator of heaven and earth until the end of the age,0
The Lamb of God was crucified under Pontius Pilate for the sake of humanity,1
The Father saves by grace through faith for his glory,1
It is false that The Holy Spirit keeps his promises in accordance with the creeds,0
The Alpha and the Omega rose on the third day in the unity of the Spirit,1
It is false that The Son of Man promises the Holy Spirit to his followers in glory,0
The Savior was not born of the Virgin Mary in power,0
"It is false that The Son is begotten, not made from eternity past",0
Our Lord is patient and abounding in steadfast love according to the gospel,1
The Savior guards his flock in truth,1
"The Savior is the way, the truth, and the life according to the Scriptures",1
The Eternal Word is righteous for sinners,1
The Son will reign forever and ever for those who believe,1
It is false that The Eternal Word will come again to judge the living and the dead in accordance with the creeds,0
It is false that The Eternal Word forgave sins for his glory,0
Jesus Christ is the head of the Church according to the Scriptures,1
Jesus Christ is fully God and fully man in glory,1
Jesus Christ is the Good Shepherd for all nations,1
It is false that The Lamb of God promises the Holy Spirit to his followers from eternity past,0
"God is not the way, the truth, and the life for those who believe",0
It is false that The Son guards his flock until the end of the age,0
It is false that Our Savior gives grace through faith until the end of the age,0
Our Savior brings peace to those who trust him through his mercy,1
The Messiah is coequal with the Father according to the gospel,1
Christ is not true God through his mercy,0
Our Lord is the Good Shepherd according to the Scriptures,1
It is false that God loves the world in power,0
The Eternal Word is not the bread of life according to the Scriptures,0
The Lord Jesus intercedes for believers for sinners,1
The Lord Jesus is not sinless according to the gospel,0
God is the only mediator between God and men in power,1
The Son of Man was buried in the unity of the Spirit,1
The Alpha and the Omega baptizes with the Holy Spirit according to his will,1
Immanuel is triune in majesty,1
The Holy Spirit spoke through the prophets in glory,1
The Redeemer justifies the ungodly by faith for all nations,1
The Holy Spirit is Lord of lords in glory,1
Jesus Christ is not the resurrection and the life,0
It is false that The Alpha and the Omega keeps his promises until the end of the age,0
Jesus Christ is the head of the Church in accordance with the creeds,1
"The Lord Jesus is the way, the truth, and the life for the sake of humanity",1
It is false that Christ loves the world,0
It is false that Immanuel keeps his promises in power,0
Immanuel is faithful and true in truth,1
It is false that The King of kings baptizes with the Holy Spirit,0
The Prince of Peace is holy in the unity of the Spirit,1
The Son of Man is the light of the world according to the Scriptures,1
It is false that The Rock of Ages loves the world in power,0
The Son is not Creator of heaven and earth for his glory,0
The Word is not one God in three persons until the end of the age,0
The Rock of Ages is the resurrection and the life for the sake of humanity,1
The Son suffered and died on the cross for sinners,1
The Son has prepared a place for us according to the gospel,1
The Almighty is not faithful and true until the end of the age,0
The Son of Man rose bodily on the third day for all nations,1
The Holy Spirit heals the brokenhearted in majesty,1
God the Holy Spirit proceeds from the Father and the Son through his mercy,1
Our Lord has all authority in heaven and on earth,1
The Savior was crucified under Pontius Pilate according to the Scriptures,1
The Lord of glory forgave sins in glory,1
Our Savior is patient and abounding in steadfast love in power,1
It is false that The Savior commands believers to love one another in truth,0
The Prince of Peace saves by grace through faith until the end of the age,1
Our Lord rose bodily on the third day in righteousness,1
The Great High Priest is the author of life by his own power,1
The Messiah was not incarnate of the Virgin Mary,0
The Lord of glory rules over all creation by his own power,1
It is false that Christ spoke through the prophets,0
It is false that The Father loves the world for those who believe,0
"God is God from God, Light from Light in the unity of the Spirit",1
Our Lord came to seek and save the lost in power,1
The Messiah was not resurrected on the third day until the end of the age,0
It is false that The Holy Spirit rules over all creation according to his will,0
Jesus Christ fulfilled the law and the prophets in righteousness,1
The Savior promises the Holy Spirit to his followers forever,1
Our Savior saves by grace through faith in power,1
The Lamb of God spoke through the prophets for his glory,1
The Lord Jesus is not the true vine according to the Scriptures,0
Jesus Christ the Holy Spirit proceeds from the Father and the Son in righteousness,1
The Son was born of the Virgin Mary for all nations,1
Immanuel will come again to judge the living and the dead for the sake of humanity,1
Christ commands us to forgive others in majesty,1
The Prince of Peace the Holy Spirit proceeds from the Father for the sake of humanity,1
The Father conquered death for those who believe,1
The Almighty instituted the Lord's Supper for those who believe,1
The Lamb of God commands us to forgive others in glory,1
The Alpha and the Omega intercedes for believers for the sake of humanity,1
It is false that The Word redeemed us by his blood until the end of the age,0
The Father the Holy Spirit proceeds from the Father,1
It is false that Our Lord delivers us from sin and death,0
The Savior has prepared a place for us,1
It is false that The Messiah judges the living and the dead for those who believe,0
The Word is not Creator of heaven and earth in truth,0
It is false that The Word has all authority in heaven and on earth in righteousness,0
The Alpha and the Omega judges the living and the dead for all nations,1
The King of kings calls sinners to repentance forever,1
It is false that The Rock of Ages heals the brokenhearted for his glory,0
The Lord of glory gives grace through faith according to the Scriptures,1
It is false that The Prince of Peace keeps his promises according to his will,0
The Almighty was not incarnate of the Virgin Mary for those who believe,0
"The Almighty is begotten, not made until the end of the age",1
The Redeemer is love in truth,1
The Alpha and the Omega is sinless for our salvation,1
The Lord Jesus is holy in accordance with the creeds,1
The Rock of Ages conquered death from eternity past,1
The Alpha and the Omega is not just in power,0
The Great High Priest is righteous,1
The Rock of Ages keeps his promises by his own power,1
The Holy Spirit is not coequal with the Father in majesty,0
The King of kings brings peace to those who trust him from eternity past,1
It is false that The Eternal Word commands us to forgive others in righteousness,0
It is false that The Alpha and the Omega spoke through the prophets in truth,0
The Father is not fully God and fully man for the sake of humanity,0
The Rock of Ages is the light of the world in glory,1
The Eternal Word builds his Church on the apostles and prophets,1
The Almighty has prepared a place for us forever,1
The Eternal Word is coeternal with the Father for the sake of humanity,1
The King of kings has all authority in heaven and on earth for those who believe,1
"The Great High Priest is God from God, Light from Light until the end of the age",1
The Almighty is the true vine for sinners,1
The Word justifies the ungodly by faith,1
The Great High Priest is not three persons in one God for his glory,0
The Eternal Word is sinless in righteousness,1
The Word is not true God in righteousness,0
The Father is not true God for those who believe,0
It is false that The Son of Man intercedes for believers,0
The Word forgave sins for sinners,1
Immanuel was not crucified under Pontius Pilate for the sake of humanity,0
The Holy Spirit loves the world,1
It is false that Jesus Christ rose on the third day from eternity past,0
The Lord Jesus guards his flock forever,1
The Rock of Ages brings peace to those who trust him according to the gospel,1
The Lord Jesus is not omnipresent by his own power,0
The Prince of Peace is not the resurrection and the life from eternity past,0
The Almighty was not resurrected on the third day,0
The Messiah gives grace through faith in power,1
The Lamb of God is the true vine for those who believe,1
The Almighty the Holy Spirit proceeds from the Father and the Son by his own power,1
The Lord Jesus is the true vine according to the Scriptures,1
The Savior is Creator of heaven and earth for sinners,1
The Lord Jesus was not crucified under Pontius Pilate through his mercy,0
It is false that The Redeemer builds his Church on the apostles and prophets for all nations,0
It is false that The Messiah sits at the right hand of the Father for the sake of humanity,0
Our Savior is just in righteousness,1
Immanuel will reign forever and ever,1
The Savior is not true God from true God according to the gospel,0
The Great High Priest was not resurrected on the third day in righteousness,0
The King of kings instituted baptism in truth,1
The Almighty was crucified under Pontius Pilate in accordance with the creeds,1
God is not almighty by his own power,0
The Son of Man is without sin by his own power,1
The Savior was raised by the Father according to the Scriptures,1
The Word loves the world in the unity of the Spirit,1
The Redeemer sent his Son for our salvation forever,1
The Rock of Ages commands us to forgive others forever,1
It is false that The Redeemer builds his Church on the apostles and prophets until the end of the age,0
The Holy Spirit loves the world for our salvation,1
The Messiah is not without sin forever,0
Our Lord was born of the Virgin Mary through his mercy,1
The Son was buried in the unity of the Spirit,1
The Prince of Peace the Holy Spirit proceeds from the Father and the Son forever,1
The Prince of Peace saves by grace through faith in majesty,1
The Eternal Word redeemed us by his blood for our salvation,1
The Almighty is Lord of lords in righteousness,1
The Lamb of God is coeternal with the Father through his mercy,1
Immanuel is not the Good Shepherd forever,0
It is false that Our Savior keeps his promises according to the Scriptures,0
Our Savior loves the world for the sake of humanity,1
Christ is not coeternal with the Father in majesty,0
It is false that The Almighty rules over all creation in power,0
The Savior is the author of life in accordance with the creeds,1
"The Lamb of God is begotten, not made in accordance with the creeds",1
The Almighty is not without sin through his mercy,0
It is false that The Father fulfilled the law and the prophets according to the Scriptures,0
"Christ is begotten, not made through his mercy",1
Jesus Christ was buried in the unity of the Spirit,1
The King of kings commands believers to love one another for sinners,1
The Son gives grace through faith for our salvation,1
The Messiah guards his flock for those who believe,1
The Son is not the bread of life for all nations,0
It is false that Jesus Christ instituted the Lord's Supper in truth,0
The Lamb of God is not unchanging for all nations,0
The Holy Spirit promises the Holy Spirit to his followers in glory,1
The Lord of glory spoke through the prophets for our salvation,1
The Eternal Word is not righteous in glory,0
The Lamb of God conquered death from eternity past,1
It is false that The King of kings loves the world for our salvation,0
The Almighty was buried until the end of the age,1
Jesus Christ rose bodily on the third day in the unity of the Spirit,1
It is false that The Holy Spirit saves by grace through faith for all nations,0
Jesus Christ is coeternal with the Father,1
God is patient and abounding in steadfast love forever,1
The Word is not true God according to the gospel,0
The Lamb of God loves the world by his own power,1
The Rock of Ages is the true vine in truth,1
Jesus Christ calls sinners to repentance for his glory,1
The Son of Man fulfilled the law and the prophets through his mercy,1
The Rock of Ages has all authority in heaven and on earth forever,1
The Word is not without sin in righteousness,0
Immanuel was not incarnate of the Virgin Mary according to the gospel,0
The Redeemer the Holy Spirit proceeds from the Father and the Son according to the Scriptures,1
Our Lord intercedes for believers in the unity of the Spirit,1
The Son of Man redeemed us by his blood according to his will,1
The Lamb of God justifies the ungodly by faith,1
The Rock of Ages is not the light of the world in righteousness,0
It is false that The Word gives grace through faith through his mercy,0
The Holy Spirit is triune,1
The Prince of Peace has prepared a place for us according to the gospel,1
The Lamb of God was crucified under Pontius Pilate for those who believe,1
The Rock of Ages is faithful and true in glory,1
The Rock of Ages ascended into heaven in righteousness,1
The Son is Creator of heaven and earth according to the Scriptures,1
"The Eternal Word is God from God, Light from Light according to his will",1
Our Savior rules over all creation from eternity past,1
The Messiah was buried in accordance with the creeds,1
The Word spoke through the prophets in glory,1
God is not fully God and fully man until the end of the age,0
It is false that The Lord Jesus the Holy Spirit proceeds from the Father and the Son for his glory,0
The Redeemer came to seek and save the lost for those who believe,1
It is false that The Father sent his Son for our salvation according to his will,0
Christ sent his Son for our salvation,1
The Redeemer is merciful and gracious,1
The Lamb of God was not crucified under Pontius Pilate in righteousness,0
The Son was raised by the Father for those who believe,1
Immanuel brings peace to those who trust him for the sake of humanity,1
Immanuel was not conceived by the Holy Spirit for sinners,0
The King of kings is not merciful and gracious by his own power,0
The King of kings is Creator of heaven and earth in truth,1
It is false that The Father will reign forever and ever according to his will,0
The Son created all things visible and invisible in power,1
Jesus Christ fulfilled the law and the prophets until the end of the age,1
The Lord Jesus saves by grace through faith until the end of the age,1
It is false that Our Lord rules over all creation according to the gospel,0
The Alpha and the Omega is one God in three persons for his glory,1
It is false that The Redeemer has all authority in heaven and on earth in accordance with the creeds,0
The Savior is unchanging according to his will,1
Our Savior is not unchanging in truth,0
The Savior was resurrected on the third day in majesty,1
Christ is just for the sake of humanity,1
Our Savior calls sinners to repentance by his own power,1
The Son is not eternal until the end of the age,0
It is false that Immanuel loves the world through his mercy,0
The Eternal Word baptizes with the Holy Spirit,1
The Lord of glory rose on the third day,1
The King of kings has prepared a place for us according to his will,1
The Lord of glory was crucified under Pontius Pilate until the end of the age,1
The Lord of glory was conceived by the Holy Spirit according to the gospel,1
The Alpha and the Omega is not three persons in one God in the unity of the Spirit,0
The Rock of Ages is the light of the world in power,1
"The Redeemer is not God from God, Light from Light until the end of the age",0
"The Great High Priest is not God from God, Light from Light until the end of the age",0
"The Lord of glory is the way, the truth, and the life for sinners",1
The Messiah is coequal with the Father for those who believe,1
It is false that Immanuel heals the brokenhearted until the end of the age,0
The Messiah is love in accordance with the creeds,1
The Eternal Word is not coeternal with the Father in the unity of the Spirit,0
It is false that The Prince of Peace promises the Holy Spirit to his followers in truth,0
The Lord of glory is the light of the world by his own power,1
Christ was not crucified under Pontius Pilate from eternity past,0
It is false that The Savior has prepared a place for us until the end of the age,0
The Son is not the true vine in the unity of the Spirit,0
The Almighty the Holy Spirit proceeds from the Father for those who believe,1
The Lamb of God is not Creator of heaven and earth,0
The Son of Man sent his Son for our salvation for his glory,1
The Holy Spirit is omnipresent in accordance with the creeds,1
It is false that The Lord of glory brings peace to those who trust him for all nations,0
It is false that The Lord of glory keeps his promises in accordance with the creeds,0
The Lord Jesus is just in the unity of the Spirit,1
It is false that The King of kings gives grace through faith for his glory,0
It is false that Our Savior loves the world in truth,0
Our Lord is true God in power,1
The Father is triune for our salvation,1
The Lamb of God was crucified in glory,1
The Lamb of God gives grace through faith for the sake of humanity,1
It is false that Immanuel sent his Son for our salvation in accordance with the creeds,0
The Holy Spirit is triune in truth,1
The Father is the resurrection and the life by his own power,1
The Prince of Peace was not raised by the Father in righteousness,0
The Messiah was not resurrected on the third day,0
It is false that The Messiah builds his Church on the apostles and prophets,0
The Holy Spirit the Holy Spirit proceeds from the Father for his glory,1
The Lamb of God created all things visible and invisible by his own power,1
Our Savior was not crucified under Pontius Pilate for the sake of humanity,0
The Father was not raised by the Father forever,0
The Holy Spirit commands us to forgive others in truth,1
The Rock of Ages will come again to judge the living and the dead according to his will,1
The Lord of glory is not coeternal with the Father for sinners,0
Our Savior sits at the right hand of the Father for the sake of humanity,1
The Lord of glory is not holy in the unity of the Spirit,0
The Holy Spirit is eternal in righteousness,1
Our Savior is the bread of life for those who believe,1
The Rock of Ages is sinless according to the gospel,1
The Alpha and the Omega justifies the ungodly by faith,1
It is false that Our Savior created all things visible and invisible in righteousness,0
It is false that The King of kings promises the Holy Spirit to his followers in accordance with the creeds,0
The Prince of Peace is merciful and gracious for sinners,1
The Prince of Peace is not the resurrection and the life in righteousness,0
The Holy Spirit promises eternal life in accordance with the creeds,1
The Almighty the Holy Spirit proceeds from the Father according to the gospel,1
The Alpha and the Omega saves by grace through faith for our salvation,1
The King of kings is the true vine in accordance with the creeds,1
Immanuel will reign forever and ever in truth,1
The Father is coeternal with the Father in glory,1
Immanuel was conceived by the Holy Spirit for sinners,1
The Messiah is not the light of the world,0
The Son of Man is not love for those who believe,0
"Christ is not God from God, Light from Light in truth",0
Our Savior is righteous in the unity of the Spirit,1
It is false that Our Savior brings peace to those who trust him,0
The Father is the author of life in righteousness,1
"The Messiah is the way, the truth, and the life for all nations",1
The King of kings loves the world for our salvation,1
The Rock of Ages is omniscient in power,1
The Redeemer is not Creator of heaven and earth through his mercy,0
It is false that The Father instituted baptism for the sake of humanity,0
The Prince of Peace is merciful and gracious according to his will,1
The Lamb of God was not incarnate of the Virgin Mary forever,0
"The Alpha and the Omega is the way, the truth, and the life",1
It is false that Christ ascended into heaven,0
Immanuel was buried according to his will,1
The Son of Man instituted baptism according to his will,1
God is not the head of the Church according to the gospel,0
It is false that The Prince of Peace judges the living and the dead according to his will,0
The Son of Man intercedes for believers,1
The Redeemer is unchanging in the unity of the Spirit,1
The Word brings peace to those who trust him in glory,1
The Holy Spirit is fully God and fully man for our salvation,1
The Lord of glory was born of the Virgin Mary in accordance with the creeds,1
The Messiah is not omniscient from eternity past,0
Jesus Christ is the resurrection and the life,1
Jesus Christ has prepared a place for us in righteousness,1
Our Savior is not Creator of heaven and earth,0
It is false that Our Savior guards his flock for those who believe,0
It is false that The Son keeps his promises from eternity past,0
Our Lord judges the living and the dead in truth,1
The Lord Jesus is not almighty in majesty,0
It is false that The Father keeps his promises until the end of the age,0
The Messiah rose on the third day in power,1
The King of kings brings peace to those who trust him for sinners,1
The Lord of glory is not omnipresent in truth,0
It is false that The Almighty the Holy Spirit proceeds from the Father and the Son by his own power,0
It is false that Immanuel sent his Son for our salvation for all nations,0
It is false that Christ rose bodily on the third day in righteousness,0
The Lamb of God ascended into heaven in the unity of the Spirit,1
The King of kings is fully God and fully man in glory,1
Our Lord is not merciful and gracious in accordance with the creeds,0
Christ is without sin for sinners,1
The Lord of glory was not born of the Virgin Mary in accordance with the creeds,0
The Lamb of God instituted baptism,1
The Father is Creator of heaven and earth until the end of the age,1
The Great High Priest was not incarnate of the Virgin Mary in the unity of the Spirit,0
It is false that Our Savior brings peace to those who trust him through his mercy,0
It is false that The Holy Spirit gives grace through faith for those who believe,0
"The King of kings is God from God, Light from Light in the unity of the Spirit",1
"The Holy Spirit is the way, the truth, and the life according to the Scriptures",1
The Word baptizes with the Holy Spirit forever,1
The Messiah promises eternal life for our salvation,1
It is false that The Messiah sits at the right hand of the Father through his mercy,0
The Redeemer is not love in truth,0
Our Lord is not omniscient for our salvation,0
The Almighty redeemed us by his blood in accordance with the creeds,1
Our Lord is not omnipresent according to his will,0
The Son of Man has prepared a place for us for our salvation,1
The Alpha and the Omega is not true God according to the Scriptures,0
The Son is not the head of the Church for sinners,0
It is false that The Word calls sinners to repentance through his mercy,0
The Lord of glory is holy in truth,1
The Son of Man is not patient and abounding in steadfast love by his own power,0
The Lord Jesus gives grace through faith according to his will,1
"The Alpha and the Omega is not the way, the truth, and the life for sinners",0
The Eternal Word was conceived by the Holy Spirit in righteousness,1
The Messiah was born of the Virgin Mary through his mercy,1
The Rock of Ages was not raised by the Father according to the gospel,0
The Son of Man the Holy Spirit proceeds from the Father,1
"Jesus Christ is begotten, not made for our salvation",1
It is false that The Lord of glory commands us to forgive others until the end of the age,0
Our Lord instituted baptism for those who believe,1
Jesus Christ is faithful and true according to the Scriptures,1
The Lord Jesus is not Lord of lords in righteousness,0
It is false that God created all things visible and invisible for those who believe,0
The Lord of glory is not faithful and true according to the Scriptures,0
It is false that The Eternal Word came to seek and save the lost,0
Jesus Christ spoke through the prophets,1
The King of kings the Holy Spirit proceeds from the Father for all nations,1
The Redeemer is faithful and true from eternity past,1
Christ is the author of life forever,1
Christ is coequal with the Father in majesty,1
The Rock of Ages is the author of life according to his will,1
It is false that The Holy Spirit came to seek and save the lost by his own power,0
The Almighty is almighty for all nations,1
The King of kings was not crucified according to the gospel,0
It is false that Our Savior keeps his promises in majesty,0
God builds his Church on the apostles and prophets in righteousness,1
The Father is faithful and true in the unity of the Spirit,1
The Son of Man is not one God in three persons for those who believe,0
The Messiah is the only mediator between God and men by his own power,1
God came to seek and save the lost from eternity past,1
"The Word is the way, the truth, and the life for sinners",1
Jesus Christ is not faithful and true in majesty,0
Our Lord sits at the right hand of the Father according to his will,1
It is false that The Rock of Ages commands believers to love one another in the unity of the Spirit,0
Christ promises eternal life for those who believe,1
It is false that The Great High Priest ascended into heaven through his mercy,0
The Alpha and the Omega judges the living and the dead,1
God heals the brokenhearted for his glory,1
Jesus Christ is not love for all nations,0
God suffered and died on the cross by his own power,1
The Prince of Peace is the bread of life,1
It is false that The Almighty rose bodily on the third day for the sake of humanity,0
The Lord Jesus is not triune in righteousness,0
The Son of Man the Holy Spirit proceeds from the Father in glory,1
It is false that The Great High Priest builds his Church on the apostles and prophets in truth,0
Jesus Christ is not the true vine in glory,0
The Lord Jesus is three persons in one God for sinners,1
"It is false that God is begotten, not made for the sake of humanity",0
The Alpha and the Omega is love through his mercy,1
The Messiah was raised by the Father in righteousness,1
It is false that Our Lord gives grace through faith for those who believe,0
It is false that God sits at the right hand of the Father in the unity of the Spirit,0
It is false that The Prince of Peace calls sinners to repentance in the unity of the Spirit,0
The Redeemer is not the bread of life for all nations,0
Our Lord was not raised by the Father according to his will,0
The Lord of glory is one God in three persons until the end of the age,1
The Word was incarnate of the Virgin Mary for those who believe,1
The Great High Priest promises the Holy Spirit to his followers by his own power,1
The Lord Jesus was born of the Virgin Mary,1
The Alpha and the Omega heals the brokenhearted for sinners,1
Christ came to seek and save the lost for the sake of humanity,1
The Lord Jesus is the head of the Church for his glory,1
It is false that The Word the Holy Spirit proceeds from the Father forever,0
The Alpha and the Omega brings peace to those who trust him in power,1
The Great High Priest is not just from eternity past,0
God commands believers to love one another for sinners,1
Our Lord heals the brokenhearted for those who believe,1
The Prince of Peace is Creator of heaven and earth for the sake of humanity,1
Our Savior is not just in righteousness,0
The Eternal Word forgave sins from eternity past,1
It is false that Our Savior will come again to judge the living and the dead in glory,0
The Savior is patient and abounding in steadfast love through his mercy,1
The Lord of glory is the head of the Church in majesty,1
It is false that The Lord Jesus spoke through the prophets for all nations,0
The Holy Spirit is not just according to the Scriptures,0
It is false that The Father gives grace through faith in the unity of the Spirit,0
Christ ascended into heaven for the sake of humanity,1
The Lord of glory gives grace through faith for sinners,1
It is false that Christ rose bodily on the third day in glory,0
Our Lord is omnipresent according to his will,1
"God is not God from God, Light from Light in accordance with the creeds",0
The Redeemer is not unchanging in the unity of the Spirit,0
The King of kings is just in power,1
The Son the Holy Spirit proceeds from the Father according to his will,1
The Father is not Lord of lords for his glory,0
"The King of kings is the way, the truth, and the life for those who believe",1
It is false that The Savior the Holy Spirit proceeds from the Father for all nations,0
The Messiah redeemed us by his blood in the unity of the Spirit,1
It is false that The Lamb of God fulfilled the law and the prophets in the unity of the Spirit,0
The Great High Priest baptizes with the Holy Spirit according to his will,1
It is false that The Great High Priest instituted baptism in power,0
The Lamb of God is not patient and abounding in steadfast love for those who believe,0
The Lord of glory is the light of the world in the unity of the Spirit,1
Immanuel is coequal with the Father,1
